Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
467	&scorr;&sweep;&b -d;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	20.732	4.524(22%)	16.208(78%)	22	7284	0	7284	2784	0	2414	   7229
468	&scorr;&sweep;&syn2;&b;&dch -f;&if -W 300 -K 6 -v;&mfs;	23.236	5.091(22%)	18.145(78%)	22	7414	0	7414	2784	0	2413	   7403
469	&scorr;&sweep;&b -d;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;	19.103	4.241(23%)	14.862(77%)	23	7595	0	7595	2784	0	2414	   7515
470	&scorr;&sweep;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	21.448	4.530(22%)	16.918(78%)	22	7414	0	7414	2784	0	2414	   7333
471	&scorr;&sweep;&b;&syn2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	22.059	4.843(22%)	17.216(78%)	22	7337	0	7337	2784	0	2414	   7286
472	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	20.611	4.595(23%)	16.016(77%)	23	7229	0	7229	2784	0	2414	   7140
473	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	20.158	4.595(23%)	15.563(77%)	23	7301	0	7301	2784	0	2414	   7237
474	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&b;&if -W 300 -K 6 -v;&mfs;										1533	   7863
475	&scorr;&sweep;&b;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;	18.461	4.117(23%)	14.344(77%)	23	7782	0	7782	2784	0	2414	   7695
476	&scorr;&sweep;&syn4;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	19.933	4.347(22%)	15.586(78%)	22	7642	0	7642	2784	0	2414	   7590
477	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;										1533	   7817
478	&scorr;&sweep;&syn4;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;										1533	   8365
479	&scorr;&sweep;&b;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	20.071	4.276(22%)	15.795(78%)	22	7310	0	7310	2784	0	2414	   7224
480	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;										1533	   7953
481	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	22.589	4.967(22%)	17.622(78%)	22	7311	0	7311	2784	0	2414	   7251
482	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;	19.604	4.210(22%)	15.394(78%)	22	7485	0	7485	2784	0	2414	   7327
483	&scorr;&sweep;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	19.815	4.575(24%)	15.240(76%)	24	7481	0	7481	2784	0	2414	   7287
484	&scorr;&sweep;&syn4;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	17.800	4.964(28%)	12.836(72%)	28	7728	0	7728	2784	0	2877	   7650
485	&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&mfs;	22.488	4.843(22%)	17.645(78%)	22	7610	0	7610	2784	0	2877	   7466
486	&scorr;&sweep;&syn3;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	19.788	4.276(22%)	15.512(78%)	22	7691	0	7691	2784	0	2880	   7725
487	&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dch;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;										1533	   8332
488	&scorr;&sweep;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	21.448	4.530(22%)	16.918(78%)	22	7414	0	7414	2784	0	2414	   7333
489	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;										1533	   7922
490	&scorr;&sweep;&syn4;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;	19.086	4.334(23%)	14.752(77%)	23	7610	0	7610	2784	0	2414	   7580
491	&scorr;&sweep;&syn2;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;	20.303	4.581(23%)	15.722(77%)	23	7306	0	7306	2784	0	2414	   7238
492	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;	21.073	4.595(22%)	16.478(78%)	22	7317	0	7317	2784	0	2414	   7287
493	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	20.741	4.347(21%)	16.394(79%)	21	7411	0	7411	2784	0	2414	   7385
494	&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;	20.818	4.764(23%)	16.054(77%)	23	7319	0	7319	2784	0	2414	   7270
495	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	23.984	5.339(23%)	18.645(77%)	23	7316	0	7316	2784	0	2414	   7228
496	&scorr;&sweep;&b -d;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;	24.887	5.339(22%)	19.548(78%)	22	7440	0	7440	2784	0	2878	   7513
497	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	19.166	4.516(24%)	14.650(76%)	24	7780	0	7780	2784	0	2414	   7737
498	&scorr;&sweep;&b -d;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;	20.317	4.458(22%)	15.859(78%)	22	7575	0	7575	2784	0	2876	   7433
499	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	20.431	4.347(22%)	16.084(78%)	22	7830	0	7830	2784	0	2414	   7737
