Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
34	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	20.266	6.952(35%)	13.314(65%)	35	13030	85	12945	4511	1680	3083	  12561
35	&scorr;&sweep;&b;&b;&dch;&if -W 300 -K 6 -v;&mfs;	23.577	8.125(35%)	15.452(65%)	35	12568	85	12483	4511	1680	3628	  12045
36	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	17.285	6.481(38%)	10.804(62%)	38	13756	85	13671	4511	1680	3084	  13329
37	&scorr;&sweep;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;										1843	  17493
38	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&dc2;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	18.877	6.801(37%)	12.076(63%)	37	12354	85	12269	4511	1680	2861	  11685
39	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;										1789	  17323
40	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	19.036	6.722(36%)	12.314(64%)	36	13207	85	13122	4511	1680	3085	  12712
41	&scorr;&sweep;&dch;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;	22.561	7.753(35%)	14.808(65%)	35	13222	85	13137	4511	1680	3629	  12679
42	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;	18.570	6.819(37%)	11.751(63%)	37	12391	85	12306	4511	1680	2883	  11727
43	&scorr;&sweep;&syn2;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	21.393	7.428(35%)	13.965(65%)	35	12695	85	12610	4511	1680	3082	  12274
44	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	19.626	6.907(36%)	12.719(64%)	36	13213	85	13128	4511	1680	3085	  12708
45	&scorr;&sweep;&dc2;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;	19.133	6.535(35%)	12.598(65%)	35	12972	85	12887	4511	1680	3388	  12425
46	&scorr;&sweep;&syn2;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	19.890	6.846(35%)	13.044(65%)	35	12795	85	12710	4511	1680	3084	  12263
47	&scorr;&sweep;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;	23.674	8.001(34%)	15.673(66%)	34	13159	85	13074	4511	1680	3325	  12731
48	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	18.009	6.598(37%)	11.411(63%)	37	13807	85	13722	4511	1680	3085	  13282
49	&scorr;&sweep;&synch2;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;	19.403	7.049(37%)	12.354(63%)	37	13011	85	12926	4511	1680	3388	  12510
50	&scorr;&sweep;&syn3;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;	24.808	8.256(34%)	16.552(66%)	34	12566	85	12481	4511	1680	3324	  11898
51	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;	18.735	6.711(36%)	12.024(64%)	36	12936	85	12851	4511	1680	2861	  12291
52	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	17.631	6.357(37%)	11.274(63%)	37	14035	85	13950	4511	1680	3084	  13720
53	&scorr;&sweep;&syn3;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	21.002	7.173(35%)	13.829(65%)	35	12493	85	12408	4511	1680	3385	  11995
54	&scorr;&sweep;&synch2;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;	21.196	7.297(35%)	13.899(65%)	35	12793	85	12708	4511	1680	3387	  12279
55	&scorr;&sweep;&if -W 300 -x -K 6;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;										1772	  17287
56	&scorr;&sweep;&syn2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.997	7.315(35%)	13.682(65%)	35	12827	85	12742	4511	1680	3325	  12341
57	&scorr;&sweep;&syn4;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	20.581	7.101(35%)	13.480(65%)	35	13475	85	13390	4511	1680	3085	  12921
58	&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	20.693	7.076(35%)	13.617(65%)	35	12471	85	12386	4511	1680	2862	  11800
59	&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	18.887	6.550(35%)	12.337(65%)	35	13183	85	13098	4511	1680	3086	  12607
60	&scorr;&sweep;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;	19.677	6.846(35%)	12.831(65%)	35	12738	85	12653	4511	1680	2883	  12098
61	&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;	19.171	6.846(36%)	12.325(64%)	36	13056	85	12971	4511	1680	3083	  12590
62	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	19.180	6.846(36%)	12.334(64%)	36	13195	85	13110	4511	1680	3085	  12699
63	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	20.266	6.952(35%)	13.314(65%)	35	13014	85	12929	4511	1680	3084	  12534
64	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	18.135	6.587(37%)	11.548(63%)	37	12466	85	12381	4511	1680	2883	  11796
65	&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;										1772	  17408
66	&scorr;&sweep;&dch;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;	19.131	6.361(34%)	12.770(66%)	34	12635	85	12550	4511	1680	2884	  11997
67	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	19.314	6.925(36%)	12.389(64%)	36	12793	85	12708	4511	1680	3086	  12240
68	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;										1789	  17939
69	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;										1789	  16191
70	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	19.235	6.943(37%)	12.292(63%)	37	13216	85	13131	4511	1680	2884	  12583
71	&scorr;&sweep;&dc2;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.593	6.722(37%)	11.871(63%)	37	12943	85	12858	4511	1680	2920	  12316
72	&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	20.014	6.835(35%)	13.179(65%)	35	13219	85	13134	4511	1680	3082	  12709
73	&scorr;&sweep;&syn2;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;	24.532	8.249(34%)	16.283(66%)	34	12957	85	12872	4511	1680	3325	  12466
74	&scorr;&sweep;&dc2;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;	22.628	7.676(34%)	14.952(66%)	34	13417	85	13332	4511	1680	3628	  12859
75	&scorr;&sweep;&syn3;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	20.902	7.286(35%)	13.616(65%)	35	12677	85	12592	4511	1680	3388	  12158
76	&scorr;&sweep;&syn4;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;										1843	  15695
77	&scorr;&sweep;&dch -f;&syn2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	18.895	6.618(36%)	12.277(64%)	36	13042	85	12957	4511	1680	3083	  12510
78	&scorr;&sweep;&b;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	19.843	6.907(35%)	12.936(65%)	35	12510	85	12425	4511	1680	2884	  11830
79	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.386	6.456(36%)	11.930(64%)	36	14088	85	14003	4511	1680	3085	  13635
80	&scorr;&sweep;&b -d;&synch2;&if -W 300 -K 6 -v;&mfs;	18.628	6.605(36%)	12.023(64%)	36	12927	85	12842	4511	1680	3386	  12449
81	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	17.447	6.233(36%)	11.214(64%)	36	14135	85	14050	4511	1680	3085	  13836
82	&scorr;&sweep;&b -d;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	22.071	7.342(34%)	14.729(66%)	34	13121	85	13036	4511	1680	3629	  12575
83	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&dch;&if -W 300 -K 6 -v;&mfs;	18.653	6.569(36%)	12.084(64%)	36	13609	85	13524	4511	1680	3086	  13123
84	&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	19.005	6.711(36%)	12.294(64%)	36	12869	85	12784	4511	1680	2862	  12256
85	&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;	20.118	6.846(35%)	13.272(65%)	35	13514	85	13429	4511	1680	3086	  12938
86	&scorr;&sweep;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.326	6.476(36%)	11.850(64%)	36	12933	85	12848	4511	1680	2921	  12273
87	&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	19.999	6.882(35%)	13.117(65%)	35	13139	85	13054	4511	1680	3085	  12634
88	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	18.174	6.605(37%)	11.569(63%)	37	13141	85	13056	4511	1680	3083	  12722
89	&scorr;&sweep;&syn4;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&b;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&if -W 300 -K 6 -v;&mfs;	19.263	6.853(36%)	12.410(64%)	36	12388	85	12303	4511	1680	2862	  11713
90	&scorr;&sweep;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	25.025	8.504(34%)	16.521(66%)	34	12591	85	12506	4511	1680	3325	  12016
91	&scorr;&sweep;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	19.800	7.049(36%)	12.751(64%)	36	12343	85	12258	4511	1680	2883	  11709
92	&scorr;&sweep;&synch2;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;	21.027	7.297(35%)	13.730(65%)	35	12864	85	12779	4511	1680	2921	  12214
93	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b -d;&b;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	19.913	6.810(35%)	13.103(65%)	35	12549	85	12464	4511	1680	3066	  11865
94	&scorr;&sweep;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&dch;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;	19.876	6.907(35%)	12.969(65%)	35	12490	85	12405	4511	1680	2883	  11840
95	&scorr;&sweep;&b;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;	25.426	8.373(33%)	17.053(67%)	33	13152	85	13067	4511	1680	3629	  12672
96	&scorr;&sweep;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&b;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	20.697	7.076(35%)	13.621(65%)	35	12511	85	12426	4511	1680	2883	  11852
97	&scorr;&sweep;&b -d;&dch;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.144	6.438(36%)	11.706(64%)	36	13646	85	13561	4511	1680	3085	  13252
98	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;										1789	  17545
99	&scorr;&sweep;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	22.759	7.552(34%)	15.207(66%)	34	13095	85	13010	4511	1680	3629	  12525
100	&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	19.735	6.810(35%)	12.925(65%)	35	12702	85	12617	4511	1680	2922	  12072
101	&scorr;&sweep;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;	23.090	8.001(35%)	15.089(65%)	35	13384	85	13299	4511	1680	3628	  12832
102	&scorr;&sweep;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;	21.343	7.218(34%)	14.125(66%)	34	12757	85	12672	4511	1680	3325	  12325
103	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	17.447	6.233(36%)	11.214(64%)	36	14135	85	14050	4511	1680	3085	  13836
104	&scorr;&sweep;&b -d;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	18.627	6.853(37%)	11.774(63%)	37	13079	85	12994	4511	1680	3325	  12656
105	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	18.502	6.273(34%)	12.229(66%)	34	12982	85	12897	4511	1680	2883	  12336
106	&scorr;&sweep;&synch2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;										1771	  16873
107	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	19.585	6.835(35%)	12.750(65%)	35	13030	85	12945	4511	1680	3084	  12530
108	&scorr;&sweep;&dch;&if -W 300 -y -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	19.503	6.659(35%)	12.844(65%)	35	13263	85	13178	4511	1680	3085	  12697
109	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	20.060	7.031(36%)	13.029(64%)	36	13020	85	12935	4511	1680	2920	  12387
110	&scorr;&sweep;&dc2;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	18.529	6.704(37%)	11.825(63%)	37	12870	85	12785	4511	1680	3387	  12347
111	&scorr;&sweep;&b -d;&dch -f;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	17.314	6.463(38%)	10.851(62%)	38	13680	85	13595	4511	1680	3086	  13325
112	&scorr;&sweep;&dc2;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;	23.604	7.800(34%)	15.804(66%)	34	12976	85	12891	4511	1680	3325	  12460
113	&scorr;&sweep;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b;&dch;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;										1771	  16979
114	&scorr;&sweep;&dc2;&syn4;&dch -f;&if -W 300 -K 6 -v;&mfs;	24.196	7.800(33%)	16.396(67%)	33	12915	85	12830	4511	1680	3628	  12314
115	&scorr;&sweep;&syn2;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;										1843	  16049
116	&scorr;&sweep;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;	19.100	6.932(37%)	12.168(63%)	37	13117	85	13032	4511	1680	3085	  12612
117	&scorr;&sweep;&syn2;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	20.581	7.083(35%)	13.498(65%)	35	13133	85	13048	4511	1680	3083	  12688
118	&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	20.213	6.810(34%)	13.403(66%)	34	12568	85	12483	4511	1680	2883	  11914
119	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	19.017	6.729(36%)	12.288(64%)	36	13263	85	13178	4511	1680	2884	  12598
120	&scorr;&sweep;&dc2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.008	7.676(34%)	15.332(66%)	34	13021	85	12936	4511	1680	3325	  12504
121	&scorr;&sweep;&if -W 300 -y -K 6;&dch;&dch;&if -W 300 -K 6 -v;&mfs;	19.361	6.525(34%)	12.836(66%)	34	13389	85	13304	4511	1680	3085	  12866
122	&scorr;&sweep;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;	18.907	6.914(37%)	11.993(63%)	37	12550	85	12465	4511	1680	2883	  11903
123	&scorr;&sweep;&if -W 300 -y -K 6;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	18.325	6.677(37%)	11.648(63%)	37	12872	85	12787	4511	1680	2920	  12233
124	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	20.083	6.868(35%)	13.215(65%)	35	12663	85	12578	4511	1680	3084	  12098
125	&scorr;&sweep;&if -W 300 -x -K 6;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;	18.702	6.659(36%)	12.043(64%)	36	13304	85	13219	4511	1680	3084	  12808
126	&scorr;&sweep;&synch2;&b -d;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;	18.796	6.932(37%)	11.864(63%)	37	12752	85	12667	4511	1680	3165	  12094
127	&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;	17.724	6.553(37%)	11.171(63%)	37	13343	85	13258	4511	1680	3083	  12886
128	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	20.067	7.049(36%)	13.018(64%)	36	13002	85	12917	4511	1680	3084	  12550
129	&scorr;&sweep;&if -W 300 -y -K 6;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;										1790	  16559
130	&scorr;&sweep;&dc2;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;										1843	  15742
131	&scorr;&sweep;&syn4;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;	26.626	8.603(33%)	18.023(67%)	33	13257	85	13172	4511	1680	3629	  12673
132	&scorr;&sweep;&b;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;	22.941	7.687(34%)	15.254(66%)	34	12813	85	12728	4511	1680	3628	  12264
133	&scorr;&sweep;&b;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;	21.366	7.349(35%)	14.017(65%)	35	12750	85	12665	4511	1680	3325	  12251
134	&scorr;&sweep;&dch -f;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;										1843	  16443
135	&scorr;&sweep;&syn3;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;	26.442	8.497(33%)	17.945(67%)	33	13396	85	13311	4511	1680	3629	  12950
136	&scorr;&sweep;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	22.759	7.552(34%)	15.207(66%)	34	13095	85	13010	4511	1680	3629	  12525
137	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	20.756	7.076(35%)	13.680(65%)	35	12927	85	12842	4511	1680	3084	  12370
138	&scorr;&sweep;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;	20.717	6.970(34%)	13.747(66%)	34	13122	85	13037	4511	1680	3325	  12704
139	&scorr;&sweep;&b -d;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&dch;&if -W 300 -K 6 -v;&mfs;										1789	  17466
140	&scorr;&sweep;&syn2;&syn4;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;	20.480	7.170(36%)	13.310(64%)	36	12622	85	12537	4511	1680	2883	  12018
141	&scorr;&sweep;&dch -f;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;	24.503	7.924(33%)	16.579(67%)	33	12844	85	12759	4511	1680	3629	  12234
142	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;	18.126	6.677(37%)	11.449(63%)	37	13537	85	13452	4511	1680	3084	  13013
143	&scorr;&sweep;&if -W 300 -x -K 6;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn4;&dch -f;&if -W 300 -K 6 -v;&mfs;										1790	  16943
144	&scorr;&sweep;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	17.415	6.228(36%)	11.187(64%)	36	12949	85	12864	4511	1680	3186	  12329
145	&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;	21.777	7.421(35%)	14.356(65%)	35	13024	85	12939	4511	1680	3084	  12558
146	&scorr;&sweep;&b;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	19.819	6.810(35%)	13.009(65%)	35	12432	85	12347	4511	1680	2883	  11789
147	&scorr;&sweep;&dch -f;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	23.058	7.676(34%)	15.382(66%)	34	12869	85	12784	4511	1680	3628	  12315
148	&scorr;&sweep;&dc2;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.696	6.600(36%)	12.096(64%)	36	12938	85	12853	4511	1680	3084	  12417
149	&scorr;&sweep;&b;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&b;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&b -d;&if -W 300 -K 6 -v;&mfs;										1771	  16622
150	&scorr;&sweep;&dch;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	18.924	6.801(36%)	12.123(64%)	36	12888	85	12803	4511	1680	2884	  12239
151	&scorr;&sweep;&b -d;&b;&dc2;&if -W 300 -K 6 -v;&mfs;	22.336	7.760(35%)	14.576(65%)	35	13343	85	13258	4511	1680	3628	  12993
152	&scorr;&sweep;&b -d;&dch -f;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;										1771	  16778
153	&scorr;&sweep;&dch;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;										1789	  16663
154	&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	19.788	6.907(35%)	12.881(65%)	35	12711	85	12626	4511	1680	2883	  12050
155	&scorr;&sweep;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;	18.518	6.580(36%)	11.938(64%)	36	13192	85	13107	4511	1680	3325	  12761
