Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
0	&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&mfs;	22.488	4.843(22%)	17.645(78%)	22	7553	0	7553	2784	0	2877	   7466
1	&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;	21.282	4.719(23%)	16.563(77%)	23	7286	0	7286	2784	0	2414	   7234
2	&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&mfs;	26.352	5.711(22%)	20.641(78%)	22	7335	0	7335	2784	0	2876	   7390
3	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	21.454	4.719(22%)	16.735(78%)	22	7246	0	7246	2784	0	2414	   7205
4	&scorr;&sweep;&if -W 300 -x -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	21.748	4.719(22%)	17.029(78%)	22	7534	0	7534	2784	0	2414	   7457
5	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	25.503	5.463(22%)	20.040(78%)	22	7443	0	7443	2784	0	2414	   7369
6	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	21.735	4.719(22%)	17.016(78%)	22	7422	0	7422	2784	0	2414	   7369
7	&scorr;&sweep;&synch2;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	20.923	4.582(22%)	16.341(78%)	22	7449	0	7449	2784	0	2877	   7374
8	&scorr;&sweep;&dch;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	23.435	5.091(22%)	18.344(78%)	22	7352	0	7352	2784	0	2881	   7279
9	&scorr;&sweep;&dch -f;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	22.903	4.967(22%)	17.936(78%)	22	7407	0	7407	2784	0	2879	   7335
10	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	19.262	4.223(22%)	15.039(78%)	22	7334	0	7334	2784	0	2878	   7281
11	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&b;&if -W 300 -K 6 -v;&mfs;	20.258	4.699(24%)	15.559(76%)	24	7372	0	7372	2784	0	2876	   7306
12	&scorr;&sweep;&dc2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	21.020	4.595(22%)	16.425(78%)	22	7336	0	7336	2784	0	2414	   7296
13	&scorr;&sweep;&syn2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.617	4.471(22%)	16.146(78%)	22	7280	0	7280	2784	0	2414	   7231
14	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	18.955	4.419(24%)	14.536(76%)	24	7776	0	7776	2784	0	2414	   7737
15	&scorr;&sweep;&syn3;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.569	4.471(22%)	16.098(78%)	22	7264	0	7264	2784	0	2414	   7243
16	&scorr;&sweep;&syn4;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	18.731	4.099(22%)	14.632(78%)	22	7645	0	7645	2784	0	2414	   7590
17	&scorr;&sweep;&b;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.878	5.215(22%)	18.663(78%)	22	7317	0	7317	2784	0	2414	   7258
18	&scorr;&sweep;&b -d;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.976	4.595(22%)	16.381(78%)	22	7298	0	7298	2784	0	2414	   7249
19	&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.880	4.595(23%)	16.285(77%)	23	7279	0	7279	2784	0	2414	   7245
20	&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	24.481	5.215(22%)	19.266(78%)	22	7320	0	7320	2784	0	2414	   7271
21	&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.750	5.215(22%)	18.535(78%)	22	7317	0	7317	2784	0	2414	   7271
22	&scorr;&sweep;&synch2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.648	4.640(23%)	16.008(77%)	23	7306	0	7306	2784	0	2414	   7244
23	&scorr;&sweep;&dch;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.985	5.091(22%)	18.894(78%)	22	7313	0	7313	2784	0	2414	   7266
24	&scorr;&sweep;&dch -f;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	20.721	4.471(22%)	16.250(78%)	22	7240	0	7240	2784	0	2414	   7194
25	&scorr;&sweep;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	20.085	4.347(22%)	15.738(78%)	22	7281	0	7281	2784	0	2414	   7228
26	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.166	5.091(22%)	18.075(78%)	22	7242	0	7242	2784	0	2414	   7169
27	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	23.999	5.215(22%)	18.784(78%)	22	7282	0	7282	2784	0	2414	   7224
28	&scorr;&sweep;&dc2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	23.311	4.843(21%)	18.468(79%)	21	7373	0	7373	2784	0	2880	   7327
29	&scorr;&sweep;&syn2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	20.885	4.595(23%)	16.290(77%)	23	7289	0	7289	2784	0	2414	   7257
30	&scorr;&sweep;&syn3;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	21.751	4.719(22%)	17.032(78%)	22	7233	0	7233	2784	0	2878	   7215
31	&scorr;&sweep;&syn4;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	19.834	4.223(22%)	15.611(78%)	22	7803	0	7803	2784	0	2879	   7739
32	&scorr;&sweep;&b;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	22.846	4.967(22%)	17.879(78%)	22	7257	0	7257	2784	0	2879	   7224
33	&scorr;&sweep;&b -d;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	20.584	4.471(22%)	16.113(78%)	22	7241	0	7241	2784	0	2877	   7219
34	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	20.693	4.648(23%)	16.045(77%)	23	7293	0	7293	2784	0	2414	   7262
35	&scorr;&sweep;&if -W 300 -g -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	22.597	4.967(22%)	17.630(78%)	22	7252	0	7252	2784	0	2414	   7225
36	&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;										1533	   7856
37	&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	22.959	4.967(22%)	17.992(78%)	22	7392	0	7392	2784	0	2414	   7342
38	&scorr;&sweep;&synch2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	22.627	4.719(21%)	17.908(79%)	21	7325	0	7325	2784	0	2877	   7302
39	&scorr;&sweep;&dch;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	22.867	4.967(22%)	17.900(78%)	22	7318	0	7318	2784	0	2881	   7287
40	&scorr;&sweep;&dch -f;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	21.848	4.595(22%)	17.253(78%)	22	7240	0	7240	2784	0	2879	   7213
41	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	23.168	5.091(22%)	18.077(78%)	22	7236	0	7236	2784	0	2878	   7217
42	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	21.012	4.719(23%)	16.293(77%)	23	7256	0	7256	2784	0	2878	   7249
43	&scorr;&sweep;&dc2;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.831	4.524(22%)	16.307(78%)	22	7668	0	7668	2784	0	2877	   7623
44	&scorr;&sweep;&syn2;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.523	4.223(21%)	16.300(79%)	21	7815	0	7815	2784	0	2414	   7800
45	&scorr;&sweep;&syn3;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	18.696	3.975(22%)	14.721(78%)	22	7810	0	7810	2784	0	2879	   7794
46	&scorr;&sweep;&syn4;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	19.089	4.395(24%)	14.694(76%)	24	7804	0	7804	2784	0	2879	   7777
47	&scorr;&sweep;&if -W 300 -x -K 6&if -W 300 -x -K 6&if -W 300 -K 6 -v;&mfs;	24.612	5.463(23%)	19.149(77%)	23	7330	0	7330	2784	0	2879	   7731
48	&scorr;&sweep;&b;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.559	4.347(22%)	16.212(78%)	22	7775	0	7775	2784	0	2879	   7713
49	&scorr;&sweep;&b -d;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	19.258	4.400(23%)	14.858(77%)	23	7755	0	7755	2784	0	2414	   7735
50	&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	19.357	3.975(21%)	15.382(79%)	21	7781	0	7781	2784	0	2414	   7628
51	&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	21.561	4.719(22%)	16.842(78%)	22	7669	0	7669	2784	0	2414	   7749
52	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	19.127	4.099(22%)	15.028(78%)	22	7771	0	7771	2784	0	2876	   7670
53	&scorr;&sweep;&synch2;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.376	4.400(22%)	15.976(78%)	22	7715	0	7715	2784	0	2882	   7607
54	&scorr;&sweep;&dch;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.109	4.764(24%)	15.345(76%)	24	7624	0	7624	2784	0	2878	   7558
55	&scorr;&sweep;&dch -f;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	19.491	4.276(22%)	15.215(78%)	22	7546	0	7546	2784	0	2881	   7776
56	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	20.563	4.347(22%)	16.216(78%)	22	7829	0	7829	2784	0	2880	   7825
57	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn4;&b;&if -W 300 -K 6 -v;&mfs;	21.254	4.719(23%)	16.535(77%)	23	7885	0	7885	2784	0	2414	   7231
58	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	26.272	5.835(23%)	20.437(77%)	23	7269	0	7269	2784	0	2879	   7411
59	&scorr;&sweep;&dc2;&b;&b;&if -W 300 -K 6 -v;&mfs;	22.898	4.967(22%)	17.931(78%)	22	7467	0	7467	2784	0	2414	   7233
60	&scorr;&sweep;&syn2;&b;&b;&if -W 300 -K 6 -v;&mfs;	21.382	4.719(23%)	16.663(77%)	23	7294	0	7294	2784	0	2878	   7222
61	&scorr;&sweep;&syn3;&b;&b;&if -W 300 -K 6 -v;&mfs;	22.581	4.967(22%)	17.614(78%)	22	7252	0	7252	2784	0	2880	   7733
62	&scorr;&sweep;&syn4;&b;&b;&if -W 300 -K 6 -v;&mfs;	20.720	4.595(23%)	16.125(77%)	23	7773	0	7773	2784	0	2877	   7287
63	&scorr;&sweep;&b;&b;&b;&if -W 300 -K 6 -v;&mfs;	24.947	5.463(22%)	19.484(78%)	22	7325	0	7325	2784	0	2877	   7286
64	&scorr;&sweep;&b -d;&b;&b;&if -W 300 -K 6 -v;&mfs;	24.041	5.215(22%)	18.826(78%)	22	7314	0	7314	2784	0	2414	   7245
65	&scorr;&sweep;&if -W 300 -x -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;	23.917	5.091(22%)	18.826(78%)	22	7277	0	7277	2784	0	2414	   7260
66	&scorr;&sweep;&if -W 300 -g -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;	26.904	5.711(22%)	21.193(78%)	22	7297	0	7297	2784	0	2414	   7250
67	&scorr;&sweep;&if -W 300 -y -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;	25.571	5.587(22%)	19.984(78%)	22	7288	0	7288	2784	0	2877	   7216
68	&scorr;&sweep;&synch2;&b;&b;&if -W 300 -K 6 -v;&mfs;	19.706	4.400(23%)	15.306(77%)	23	7267	0	7267	2784	0	2414	   7215
69	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	26.306	5.835(23%)	20.471(77%)	23	7283	0	7283	2784	0	2880	   7336
70	&scorr;&sweep;&dch;&b;&b;&if -W 300 -K 6 -v;&mfs;	24.004	5.215(22%)	18.789(78%)	22	7404	0	7404	2784	0	2879	   7217
71	&scorr;&sweep;&dch -f;&b;&b;&if -W 300 -K 6 -v;&mfs;	23.629	5.091(22%)	18.538(78%)	22	7295	0	7295	2784	0	2878	   7167
72	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&b;&if -W 300 -K 6 -v;&mfs;	22.322	4.843(22%)	17.479(78%)	22	7193	0	7193	2784	0	2878	   7195
73	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&b;&if -W 300 -K 6 -v;&mfs;	22.859	4.967(22%)	17.892(78%)	22	7233	0	7233	2784	0	2879	   7406
74	&scorr;&sweep;&dc2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	22.899	4.967(22%)	17.932(78%)	22	7463	0	7463	2784	0	2414	   7234
75	&scorr;&sweep;&syn2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	21.968	4.843(23%)	17.125(77%)	23	7294	0	7294	2784	0	2878	   7223
76	&scorr;&sweep;&syn3;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	22.579	4.967(22%)	17.612(78%)	22	7253	0	7253	2784	0	2880	   7733
77	&scorr;&sweep;&syn4;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	20.731	4.595(23%)	16.136(77%)	23	7774	0	7774	2784	0	2877	   7290
78	&scorr;&sweep;&b;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	24.371	5.339(22%)	19.032(78%)	22	7322	0	7322	2784	0	2877	   7291
79	&scorr;&sweep;&b -d;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	25.032	5.463(22%)	19.569(78%)	22	7309	0	7309	2784	0	2414	   7174
80	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	20.038	4.471(23%)	15.567(77%)	23	7244	0	7244	2784	0	2414	   7246
81	&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	22.642	4.967(22%)	17.675(78%)	22	7279	0	7279	2784	0	2414	   7269
82	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	23.963	5.091(22%)	18.872(78%)	22	7305	0	7305	2784	0	2414	   7250
83	&scorr;&sweep;&if -W 300 -y -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	23.791	5.091(22%)	18.700(78%)	22	7288	0	7288	2784	0	2877	   7219
84	&scorr;&sweep;&synch2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	19.706	4.400(23%)	15.306(77%)	23	7269	0	7269	2784	0	2881	   7348
85	&scorr;&sweep;&dch;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	24.006	5.215(22%)	18.791(78%)	22	7411	0	7411	2784	0	2879	   7228
86	&scorr;&sweep;&dch -f;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	22.488	4.843(22%)	17.645(78%)	22	7305	0	7305	2784	0	2878	   7159
87	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	22.197	4.843(22%)	17.354(78%)	22	7183	0	7183	2784	0	2878	   7195
88	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	23.123	5.091(23%)	18.032(77%)	23	7224	0	7224	2784	0	2414	   7304
89	&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.058	4.595(22%)	16.463(78%)	22	7365	0	7365	2784	0	2414	   7234
90	&scorr;&sweep;&syn2;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.355	4.524(23%)	15.831(77%)	23	7295	0	7295	2784	0	2414	   7316
91	&scorr;&sweep;&dch;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	24.173	5.215(22%)	18.958(78%)	22	7284	0	7284	2784	0	2414	   7208
92	&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.451	4.719(22%)	16.732(78%)	22	7202	0	7202	2784	0	2414	   7639
93	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	19.460	4.419(23%)	15.041(77%)	23	7698	0	7698	2784	0	2414	   7229
94	&scorr;&sweep;&b;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.750	4.595(23%)	16.155(77%)	23	7296	0	7296	2784	0	2414	   7242
95	&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.819	4.595(23%)	16.224(77%)	23	7300	0	7300	2784	0	2414	   7244
96	&scorr;&sweep;&if -W 300 -x -K 6&if -W 300 -x -K 6&b&if -W 300 -K 6 -v;&mfs;	24.612	5.463(23%)	19.149(77%)	23	7330	0	7330	2784	0	2414	   7207
97	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	22.811	4.967(22%)	17.844(78%)	22	7303	0	7303	2784	0	2414	   7175
98	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.388	5.091(22%)	18.297(78%)	22	7250	0	7250	2784	0	2414	   7246
99	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.038	4.471(23%)	15.567(77%)	23	7236	0	7236	2784	0	2414	   7226
100	&scorr;&sweep;&dch;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.669	4.706(22%)	16.963(78%)	22	7240	0	7240	2784	0	2414	   7348
101	&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.388	5.091(22%)	18.297(78%)	22	7248	0	7248	2784	0	2414	   7175
102	&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	24.470	5.339(22%)	19.131(78%)	22	7295	0	7295	2784	0	2414	   7261
103	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.494	5.215(23%)	18.279(77%)	23	7216	0	7216	2784	0	2414	   7366
104	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	24.198	5.339(23%)	18.859(77%)	23	7311	0	7311	2784	0	2414	   7240
105	&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.464	4.719(22%)	16.745(78%)	22	7424	0	7424	2784	0	2414	   7265
106	&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.435	4.719(23%)	16.716(77%)	23	7282	0	7282	2784	0	2414	   7683
107	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.781	5.215(22%)	18.566(78%)	22	7325	0	7325	2784	0	2414	   7264
108	&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	18.374	4.117(23%)	14.257(77%)	23	7726	0	7726	2784	0	2414	   7257
109	&scorr;&sweep;&b;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	25.156	5.339(22%)	19.817(78%)	22	7313	0	7313	2784	0	2414	   7265
110	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	25.840	5.587(22%)	20.253(78%)	22	7304	0	7304	2784	0	2877	   7420
111	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	25.999	5.711(22%)	20.288(78%)	22	7342	0	7342	2784	0	2414	   7112
112	&scorr;&sweep;&if -W 300 -g -K 6&if -W 300 -g -K 6&b&if -W 300 -K 6 -v;&mfs;	24.612	5.463(23%)	19.149(77%)	23	7330	0	7330	2784	0	2414	   7229
113	&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;	27.893	6.083(22%)	21.810(78%)	22	7355	0	7355	2784	0	2414	   7184
114	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	22.135	4.843(22%)	17.292(78%)	22	7149	0	7149	2784	0	2414	   7280
115	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.439	5.091(22%)	18.348(78%)	22	7282	0	7282	2784	0	2415	   7232
116	&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.611	4.719(22%)	16.892(78%)	22	7229	0	7229	2784	0	2414	   7196
117	&scorr;&sweep;&dch;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	24.087	5.215(22%)	18.872(78%)	22	7287	0	7287	2784	0	2414	   7214
118	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	22.783	4.967(22%)	17.816(78%)	22	7250	0	7250	2784	0	2414	   7401
119	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	22.917	5.091(23%)	17.826(77%)	23	7252	0	7252	2784	0	2414	   7246
120	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	22.628	4.843(22%)	17.785(78%)	22	7261	0	7261	2784	0	2414	   7267
121	&scorr;&sweep;&dc2;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.891	4.595(22%)	16.296(78%)	22	7455	0	7455	2784	0	2414	   7654
122	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.619	4.582(23%)	16.037(77%)	23	7265	0	7265	2784	0	2414	   7182
123	&scorr;&sweep;&syn3;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.702	4.719(22%)	16.983(78%)	22	7285	0	7285	2784	0	2414	   7240
124	&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	18.382	4.295(24%)	14.087(76%)	24	7705	0	7705	2784	0	2414	   7237
125	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	25.288	5.587(23%)	19.701(77%)	23	7210	0	7210	2784	0	2414	   7230
126	&scorr;&sweep;&b;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	25.547	5.587(22%)	19.960(78%)	22	7291	0	7291	2784	0	2414	   7253
127	&scorr;&sweep;&b -d;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.367	5.091(22%)	18.276(78%)	22	7292	0	7292	2784	0	2414	   7196
128	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	22.815	4.967(22%)	17.848(78%)	22	7282	0	7282	2784	0	2414	   7319
129	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	24.468	5.215(22%)	19.253(78%)	22	7311	0	7311	2784	0	2415	   7176
130	&scorr;&sweep;&if -W 300 -y -K 6&if -W 300 -y -K 6&b&if -W 300 -K 6 -v;&mfs;	24.612	5.463(23%)	19.149(77%)	23	7330	0	7330	2784	0	2414	   7223
131	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	20.278	4.524(23%)	15.754(77%)	23	7259	0	7259	2784	0	2414	   7224
132	&scorr;&sweep;&dch;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.275	4.582(22%)	16.693(78%)	22	7348	0	7348	2784	0	2414	   7430
133	&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.806	4.823(23%)	16.983(77%)	23	7192	0	7192	2784	0	2875	   7251
134	&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	21.770	4.843(23%)	16.927(77%)	23	7257	0	7257	2784	0	2414	   7180
135	&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	23.062	5.091(23%)	17.971(77%)	23	7297	0	7297	2784	0	2875	   7149
136	&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	21.180	4.595(22%)	16.585(78%)	22	7495	0	7495	2784	0	2873	   7370
137	&scorr;&sweep;&dc2;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	20.434	4.471(22%)	15.963(78%)	22	7279	0	7279	2784	0	2875	   7151
138	&scorr;&sweep;&syn2;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	18.537	5.099(28%)	13.438(72%)	28	7244	0	7244	2784	0	2876	   7151
139	&scorr;&sweep;&syn3;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	19.465	4.347(23%)	15.118(77%)	23	7188	0	7188	2784	0	2414	   7186
140	&scorr;&sweep;&syn4;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	17.476	3.851(23%)	13.625(77%)	23	7440	0	7440	2784	0	2414	   7210
141	&scorr;&sweep;&b;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	19.207	4.099(22%)	15.108(78%)	22	7203	0	7203	2784	0	2414	   7209
142	&scorr;&sweep;&b -d;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	19.207	4.099(22%)	15.108(78%)	22	7196	0	7196	2784	0	2875	   7153
143	&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	18.148	4.909(28%)	13.239(72%)	28	7244	0	7244	2784	0	2414	   7228
144	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	20.580	4.471(22%)	16.109(78%)	22	7239	0	7239	2784	0	2877	   7130
145	&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	20.227	4.471(23%)	15.756(77%)	23	7258	0	7258	2784	0	2876	   7070
146	&scorr;&sweep;&synch2;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	19.368	4.158(22%)	15.210(78%)	22	7217	0	7217	2784	0	2877	   7127
