Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
398	&scorr;&sweep;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1654	   2776
399	&scorr;&sweep;&syn2;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2776
400	&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4043	1260	2783	6744	0	1654	   2778
401	&scorr;&sweep;&syn2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4048	1260	2788	6744	0	1351	   2783
402	&scorr;&sweep;&b;&dch -f;&if -W 300 -K 6 -v;&mfs;	6.566	3.055(47%)	3.511(53%)	47	4083	1260	2823	6744	0	1654	   2821
403	&scorr;&sweep;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4043	1260	2783	6744	0	1350	   2774
404	&scorr;&sweep;&synch2;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
405	&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	7.308	3.303(46%)	4.005(54%)	46	4108	1260	2848	6744	0	1351	   2844
406	&scorr;&sweep;&b;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
407	&scorr;&sweep;&syn4;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;	6.716	3.179(48%)	3.537(52%)	48	4070	1260	2810	6744	0	1654	   2806
408	&scorr;&sweep;&dc2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
409	&scorr;&sweep;&b;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
410	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	6.566	3.055(47%)	3.511(53%)	47	4069	1260	2809	6744	0	1351	   2806
411	&scorr;&sweep;&b;&b;&if -W 300 -K 6 -v;&mfs;	6.586	3.055(47%)	3.531(53%)	47	4107	1260	2847	6744	0	1655	   2845
412	&scorr;&sweep;&b -d;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2792
413	&scorr;&sweep;&dc2;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
414	&scorr;&sweep;&dch;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4042	1260	2782	6744	0	1351	   2776
415	&scorr;&sweep;&syn3;&syn4;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1654	   2776
416	&scorr;&sweep;&b -d;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4047	1260	2787	6744	0	1350	   2779
417	&scorr;&sweep;&syn2;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
418	&scorr;&sweep;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4046	1260	2786	6744	0	1351	   2782
419	&scorr;&sweep;&if -W 300 -g -K 6;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
420	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4056	1260	2796	6744	0	1351	   2799
421	&scorr;&sweep;&b -d;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2775
422	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4042	1260	2782	6744	0	1351	   2810
423	&scorr;&sweep;&if -W 300 -y -K 6;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
424	&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
425	&scorr;&sweep;&dch;&dch -f;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4047	1260	2787	6744	0	1351	   2780
426	&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
427	&scorr;&sweep;&if -W 300 -y -K 6;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2776
428	&scorr;&sweep;&synch2;&syn3;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	6.700	3.179(48%)	3.521(52%)	48	4076	1260	2816	6744	0	1351	   2811
429	&scorr;&sweep;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1350	   2772
430	&scorr;&sweep;&syn3;&syn3;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
431	&scorr;&sweep;&synch2;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b;&if -W 300 -K 6 -v;&mfs;	6.700	3.179(48%)	3.521(52%)	48	4075	1260	2815	6744	0	1653	   2807
432	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
433	&scorr;&sweep;&syn3;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2774
434	&scorr;&sweep;&syn2;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
435	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2780
436	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4043	1260	2783	6744	0	1352	   2795
437	&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&dch;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2772
438	&scorr;&sweep;&b;&dch;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4056	1260	2796	6744	0	1654	   2817
439	&scorr;&sweep;&dch;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1654	   2777
440	&scorr;&sweep;&dch;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4043	1260	2783	6744	0	1654	   2778
441	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
442	&scorr;&sweep;&b;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn4;&b;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1350	   2772
443	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&if -W 300 -g -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
444	&scorr;&sweep;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2776
445	&scorr;&sweep;&synch2;&b;&dch -f;&if -W 300 -K 6 -v;&mfs;	6.592	3.055(47%)	3.537(53%)	47	4066	1260	2806	6744	0	1654	   2801
446	&scorr;&sweep;&if -W 300 -g -K 6;&b;&b -d;&if -W 300 -K 6 -v;&mfs;	6.731	3.179(48%)	3.552(52%)	48	4076	1260	2816	6744	0	1352	   2844
447	&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn4;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	7.308	3.303(46%)	4.005(54%)	46	4106	1260	2846	6744	0	1350	   2839
448	&scorr;&sweep;&b;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4047	1260	2787	6744	0	1654	   2808
449	&scorr;&sweep;&synch2;&syn4;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	6.700	3.179(48%)	3.521(52%)	48	4076	1260	2816	6744	0	1351	   2811
450	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
451	&scorr;&sweep;&syn2;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4049	1260	2789	6744	0	1351	   2784
452	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4048	1260	2788	6744	0	1351	   2793
453	&scorr;&sweep;&dc2;&b -d;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4057	1260	2797	6744	0	1654	   2792
454	&scorr;&sweep;&synch2;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	7.129	3.179(45%)	3.950(55%)	45	4088	1260	2828	6744	0	1654	   2823
455	&scorr;&sweep;&syn4;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	7.287	3.303(46%)	3.984(54%)	46	4067	1260	2807	6744	0	1351	   2803
456	&scorr;&sweep;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4055	1260	2795	6744	0	1351	   2791
457	&scorr;&sweep;&b;&b;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1653	   2771
458	&scorr;&sweep;&if -W 300 -g -K 6;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
459	&scorr;&sweep;&synch2;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1350	   2772
460	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2777
461	&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2776
462	&scorr;&sweep;&if -W 300 -x -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4058	1260	2798	6744	0	1352	   2809
463	&scorr;&sweep;&syn2;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
464	&scorr;&sweep;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2776
465	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4048	1260	2788	6744	0	1351	   2778
466	&scorr;&sweep;&dch;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4048	1260	2788	6744	0	1350	   2781
467	&scorr;&sweep;&b -d;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
468	&scorr;&sweep;&syn2;&b;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
469	&scorr;&sweep;&b -d;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
470	&scorr;&sweep;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
471	&scorr;&sweep;&b;&syn2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2792
472	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4056	1260	2796	6744	0	1351	   2807
473	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2791
474	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&b;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1350	   2771
475	&scorr;&sweep;&b;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;	7.144	3.179(45%)	3.965(55%)	45	4084	1260	2824	6744	0	1350	   2817
476	&scorr;&sweep;&syn4;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	7.308	3.303(46%)	4.005(54%)	46	4108	1260	2848	6744	0	1351	   2844
477	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2776
478	&scorr;&sweep;&syn4;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4050	1260	2790	6744	0	1350	   2773
479	&scorr;&sweep;&b;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2808
480	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4052	1260	2792	6744	0	1351	   2789
481	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
482	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4047	1260	2787	6744	0	1350	   2779
483	&scorr;&sweep;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4047	1260	2787	6744	0	1350	   2779
484	&scorr;&sweep;&syn4;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4044	1260	2784	6744	0	1653	   2771
485	&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4049	1260	2789	6744	0	1654	   2808
486	&scorr;&sweep;&syn3;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1654	   2775
487	&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dch;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	6.703	3.179(48%)	3.524(52%)	48	4067	1260	2807	6744	0	1350	   2797
488	&scorr;&sweep;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
489	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4056	1260	2796	6744	0	1351	   2807
490	&scorr;&sweep;&syn4;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;	6.688	3.179(48%)	3.509(52%)	48	4073	1260	2813	6744	0	1351	   2812
491	&scorr;&sweep;&syn2;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4041	1260	2781	6744	0	1351	   2776
492	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
493	&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4064	1260	2804	6744	0	1351	   2807
494	&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1351	   2775
495	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4042	1260	2782	6744	0	1351	   2805
496	&scorr;&sweep;&b -d;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4040	1260	2780	6744	0	1654	   2776
497	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	7.308	3.303(46%)	4.005(54%)	46	4108	1260	2848	6744	0	1351	   2844
498	&scorr;&sweep;&b -d;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4056	1260	2796	6744	0	1654	   2799
499	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	5.906	2.383(41%)	3.523(59%)	41	4039	1260	2779	6744	0	1351	   2775
