Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_Delay_Percentage	Slice_LUTs	LUT_as_Logic	LUT_as_Memory	RegsFF	RegsLatch	ABC_Delay	ABC_Area
14872	"&scorr;&sweep;&b;&dch -f;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	24.752	8.249	16.503	34	13406	13321	46200	4511	1680	3628.00	12940.0
4940	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.628	6.553	12.075	36	12913	12828	46200	4511	1680	2883.00	12315.0
1266	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16743.0
10755	"&scorr;&sweep;&syn4;&dch -f;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;
"	26.042	8.497	17.545	33	13357	13272	46200	4511	1680	3630.00	12760.0
13147	"&scorr;&sweep;&syn2;&dc2;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	27.168	8.752	18.416	33	13225	13140	46200	4511	1680	3326.00	12633.0
2032	"&scorr;&sweep;&syn3;&b;&synch2;&if -W 300 -K 6 -v;&mfs;
"	20.577	6.941	13.636	34	12673	12588	46200	4511	1680	3384.00	12148.0
15966	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	19.078	7.950	11.128	42	13941	13856	46200	4511	1680	3086.00	13421.0
18507	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16972.0
3992	"&scorr;&sweep;&syn3;&b;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.527	8.249	16.278	34	13158	13073	46200	4511	1680	3628.00	12748.0
4852	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.499	6.922	12.577	36	13420	13335	46200	4511	1680	3085.00	12899.0
7645	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&st;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.783	6.970	12.813	36	12856	12771	46200	4511	1680	3083.00	12366.0
7562	"&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.270	6.776	13.494	34	12693	12608	46200	4511	1680	3084.00	12181.0
3475	"&scorr;&sweep;&syn4;&synch2;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.537	7.342	14.195	35	12924	12839	46200	4511	1680	3388.00	12336.0
11339	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.801	7.094	13.707	35	13107	13022	46200	4511	1680	3387.00	12526.0
75	"&scorr;&sweep;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	18.927	6.719	12.208	36	14031	13946	46200	4511	1680	3628.00	13733.0
17350	"&scorr;&sweep;&b;&if -W 300 -x -K 6;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15823.0
21031	"&scorr;&sweep;&syn4;&syn4;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	22.937	7.597	15.340	34	12986	12901	46200	4511	1680	3086.00	12482.0
13021	"&scorr;&sweep;&syn2;&b -d;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.008	7.076	13.932	34	13161	13076	46200	4511	1680	3083.00	12729.0
11872	"&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.489	6.769	13.720	34	13143	13058	46200	4511	1680	3084.00	12591.0
9666	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.631	7.421	14.210	35	12940	12855	46200	4511	1680	3084.00	12400.0
15285	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	19.006	6.722	12.284	36	12962	12877	46200	4511	1680	2884.00	12343.0
758	"&scorr;&sweep;&syn3;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;
"	27.725	8.869	18.856	32	12691	12606	46200	4511	1680	3628.00	12182.0
1840	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.955	6.463	11.492	36	13769	13684	46200	4511	1680	3082.00	13393.0
5164	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.277	6.970	13.307	35	13582	13497	46200	4511	1680	3187.00	12961.0
9985	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.338	6.952	13.386	35	12827	12742	46200	4511	1680	2883.00	12152.0
5826	"&scorr;&sweep;&syn3;&synch2;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.768	7.421	14.347	35	12870	12785	46200	4511	1680	3084.00	12433.0
11767	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.803	7.116	14.687	33	13183	13098	46200	4511	1680	3084.00	12684.0
14604	"&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&syn4;&b;&if -W 300 -K 6 -v;&mfs;
"	20.268	7.049	13.219	35	13089	13004	46200	4511	1680	3084.00	12656.0
8724	"&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.107	7.466	14.641	34	12752	12667	46200	4511	1680	3083.00	12353.0
19077	"&scorr;&sweep;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	17686.0
11407	"&scorr;&sweep;&dch -f;&syn2;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	24.838	7.800	17.038	32	13111	13026	46200	4511	1680	3326.00	12548.0
14796	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	18.131	6.598	11.533	37	13022	12937	46200	4511	1680	3187.00	12409.0
11535	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.960	7.200	14.760	33	13098	13013	46200	4511	1680	3085.00	12515.0
16708	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15900.0
13372	"&scorr;&sweep;&syn3;&syn3;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.625	8.621	18.004	33	12897	12812	46200	4511	1680	3629.00	12327.0
15825	"&scorr;&sweep;&b -d;&synch2;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	18.550	6.503	12.047	36	13080	12995	46200	4511	1680	3386.00	12655.0
14423	"&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	21.518	7.342	14.176	35	12960	12875	46200	4511	1680	3325.00	12429.0
21101	"&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.054	6.783	12.271	36	13365	13280	46200	4511	1680	3084.00	12874.0
4072	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.174	6.765	12.409	36	13200	13115	46200	4511	1680	3186.00	12596.0
5320	"&scorr;&sweep;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.745	7.676	16.069	33	12937	12852	46200	4511	1680	3324.00	12307.0
19556	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.144	7.013	13.131	35	13118	13033	46200	4511	1680	2884.00	12515.0
16066	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	18.054	6.702	11.352	38	13234	13149	46200	4511	1680	2883.00	12607.0
9782	"&scorr;&sweep;&dch;&dch -f;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.843	6.521	12.322	35	13105	13020	46200	4511	1680	3084.00	12618.0
17361	"&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16075.0
5297	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
13914	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	17.894	6.474	11.420	37	13262	13177	46200	4511	1680	3186.00	12593.0
9219	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.818	7.421	14.397	35	12853	12768	46200	4511	1680	3083.00	12331.0
19516	"&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.790	6.783	12.007	37	13563	13478	46200	4511	1680	3084.00	13016.0
7532	"&scorr;&sweep;&dc2;&b -d;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	17.937	6.352	11.585	36	13002	12917	46200	4511	1680	3083.00	12468.0
3166	"&scorr;&sweep;&syn3;&syn2;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.722	8.497	17.225	34	12894	12809	46200	4511	1680	3325.00	12431.0
860	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.055	7.218	13.837	35	13264	13179	46200	4511	1680	3084.00	12729.0
5536	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.069	7.173	12.896	36	13269	13184	46200	4511	1680	3085.00	12726.0
8191	"&scorr;&sweep;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	25.580	8.373	17.207	33	12666	12581	46200	4511	1680	3325.00	11997.0
6178	"&scorr;&sweep;&b;&if -W 300 -x -K 6;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.548	7.094	13.454	35	12950	12865	46200	4511	1680	3083.00	12537.0
20471	"&scorr;&sweep;&syn4;&b -d;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16711.0
10315	"&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.192	6.907	12.285	36	12970	12885	46200	4511	1680	3083.00	12432.0
18617	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	17272.0
14989	"&scorr;&sweep;&synch2;&b -d;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	19.466	6.959	12.507	36	13165	13080	46200	4511	1680	3386.00	12760.0
6944	"&scorr;&sweep;&dc2;&b -d;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	22.431	7.552	14.879	34	13292	13207	46200	4511	1680	3325.00	12752.0
20415	"&scorr;&sweep;&syn4;&syn2;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15874.0
7851	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&st;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.935	8.125	15.810	34	13075	12990	46200	4511	1680	3325.00	12529.0
14084	"&scorr;&sweep;&dc2;&dch -f;&dc2;&b;&if -W 300 -K 6 -v;&mfs;
"	23.337	8.001	15.336	35	13308	13223	46200	4511	1680	3628.00	12819.0
7845	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
10989	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.015	6.481	11.534	36	12931	12846	46200	4511	1680	3187.00	12285.0
13160	"&scorr;&sweep;&dc2;&syn2;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	25.074	8.249	16.825	33	13085	13000	46200	4511	1680	3326.00	12501.0
14474	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	18.684	6.801	11.883	37	12830	12745	46200	4511	1680	3186.00	12227.0
3625	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b -d;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.348	6.846	13.502	34	13697	13612	46200	4511	1680	3388.00	13174.0
13044	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.058	7.049	13.009	36	13101	13016	46200	4511	1680	3084.00	12559.0
4637	"&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.517	6.925	12.592	36	13596	13511	46200	4511	1680	3085.00	13061.0
17977	"&scorr;&sweep;&syn2;&synch2;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15234.0
2260	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;
"	19.109	6.528	12.581	35	13331	13246	46200	4511	1680	3084.00	12817.0
16069	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	22.436	7.552	14.884	34	13203	13118	46200	4511	1680	3627.00	12601.0
16154	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;
"	19.270	6.711	12.559	35	13052	12967	46200	4511	1680	3186.00	12417.0
20937	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.920	6.620	12.300	35	13658	13573	46200	4511	1680	3085.00	13089.0
17319	"&scorr;&sweep;&syn2;&b;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15992.0
750	"&scorr;&sweep;&if -W 300 -y -K 6;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.008	6.769	13.239	34	13163	13078	46200	4511	1680	3083.00	12633.0
14921	"&scorr;&sweep;&dch -f;&dc2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	23.012	8.008	15.004	35	13195	13110	46200	4511	1680	3628.00	12653.0
3426	"&scorr;&sweep;&dch;&b -d;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.552	8.249	16.303	34	12919	12834	46200	4511	1680	3628.00	12358.0
16619	"&scorr;&sweep;&syn2;&dch;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	25.726	8.497	17.229	34	12752	12667	46200	4511	1680	3325.00	12222.0
4052	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.013	6.463	11.550	36	14328	14243	46200	4511	1680	3084.00	13928.0
4359	"&scorr;&sweep;&b -d;&syn3;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.055	6.722	12.333	36	13066	12981	46200	4511	1680	3083.00	12651.0
15001	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	17.539	6.314	11.225	36	13513	13428	46200	4511	1680	3083.00	13139.0
16543	"&scorr;&sweep;&synch2;&b;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	20.333	6.934	13.399	35	13000	12915	46200	4511	1680	3388.00	12564.0
15949	"&scorr;&sweep;&syn4;&b;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	26.571	8.628	17.943	33	13586	13501	46200	4511	1680	3629.00	12981.0
20191	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	21.273	7.094	14.179	34	13154	13069	46200	4511	1680	3086.00	12671.0
16050	"&scorr;&sweep;&if -W 300 -x -K 6;&dch -f;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	18.566	6.722	11.844	37	13492	13407	46200	4511	1680	3086.00	12948.0
13732	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	17.880	6.474	11.406	37	13297	13212	46200	4511	1680	3186.00	12635.0
1144	"&scorr;&sweep;&dch;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	22.754	7.877	14.877	35	13262	13177	46200	4511	1680	3629.00	12778.0
6254	"&scorr;&sweep;&dch;&dch -f;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.372	8.001	15.371	35	12999	12914	46200	4511	1680	3325.00	12442.0
15876	"&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&st;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	17.996	6.470	11.526	36	12980	12895	46200	4511	1680	3387.00	12462.0
13592	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.146	7.225	13.921	35	13021	12936	46200	4511	1680	3186.00	12347.0
16353	"&scorr;&sweep;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16078.0
13258	"&scorr;&sweep;&dc2;&if -W 300 -y -K 6;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.680	6.397	12.283	35	13194	13109	46200	4511	1680	3085.00	12617.0
12562	"&scorr;&sweep;&b;&dc2;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.981	7.342	14.639	34	13229	13144	46200	4511	1680	3085.00	12738.0
11322	"&scorr;&sweep;&dch;&synch2;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.277	7.466	15.811	33	13150	13065	46200	4511	1680	3389.00	12588.0
4584	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.196	6.686	12.510	35	13449	13364	46200	4511	1680	3083.00	12927.0
17465	"&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16413.0
2916	"&scorr;&sweep;&b;&dch -f;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;
"	22.337	7.355	14.982	33	12722	12637	46200	4511	1680	3628.00	12231.0
13071	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.140	7.218	14.922	33	13291	13206	46200	4511	1680	3084.00	12806.0
8060	"&scorr;&sweep;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.229	7.877	15.352	34	12990	12905	46200	4511	1680	3324.00	12333.0
2974	"&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.374	7.094	13.280	35	13208	13123	46200	4511	1680	3086.00	12725.0
20357	"&scorr;&sweep;&syn2;&dch -f;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.411	6.659	12.752	35	13093	13008	46200	4511	1680	3085.00	12613.0
15060	"&scorr;&sweep;&dch;&dch;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	23.672	8.125	15.547	35	13174	13089	46200	4511	1680	3629.00	12708.0
9956	"&scorr;&sweep;&syn3;&dch;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	26.893	8.745	18.148	33	12628	12543	46200	4511	1680	3325.00	12095.0
13527	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.848	8.621	18.227	33	13207	13122	46200	4511	1680	3629.00	12597.0
13383	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn3;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.796	7.466	15.330	33	12957	12872	46200	4511	1680	3386.00	12376.0
369	"&scorr;&sweep;&b -d;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.251	7.629	13.622	36	13961	13876	46200	4511	1680	3628.00	13611.0
12830	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.626	6.701	11.925	36	13418	13333	46200	4511	1680	3083.00	12935.0
14212	"&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&syn2;&b;&if -W 300 -K 6 -v;&mfs;
"	21.165	7.225	13.940	35	12807	12722	46200	4511	1680	3083.00	12350.0
12145	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.360	6.846	12.514	36	13170	13085	46200	4511	1680	2884.00	12506.0
17943	"&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15256.0
1906	"&scorr;&sweep;&syn3;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.717	6.900	13.817	34	12838	12753	46200	4511	1680	3086.00	12320.0
10440	"&scorr;&sweep;&dch;&syn3;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	25.290	8.355	16.935	34	12799	12714	46200	4511	1680	3629.00	12219.0
274	"&scorr;&sweep;&if -W 300 -y -K 6;&b;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.757	6.970	12.787	36	13607	13522	46200	4511	1680	3085.00	13122.0
11870	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.055	7.342	14.713	34	13032	12947	46200	4511	1680	2884.00	12368.0
6779	"&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.320	7.446	13.874	35	13046	12961	46200	4511	1680	3325.00	12506.0
13265	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.679	6.843	12.836	35	13463	13378	46200	4511	1680	3085.00	12985.0
18615	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16338.0
2066	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;
"	17.636	6.332	11.304	36	12800	12715	46200	4511	1680	3083.00	12290.0
15616	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	17.216	5.957	11.259	35	13873	13788	46200	4511	1680	3084.00	13402.0
206	"&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;
"	21.533	7.304	14.229	34	13080	12995	46200	4511	1680	3628.00	12513.0
6518	"&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&b;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.817	6.970	13.847	34	12823	12738	46200	4511	1680	3082.00	12349.0
19487	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.974	6.598	11.376	37	13251	13166	46200	4511	1680	3087.00	12718.0
8739	"&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.708	7.687	15.021	34	12794	12709	46200	4511	1680	3325.00	12236.0
19920	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.315	6.711	12.604	35	12796	12711	46200	4511	1680	2883.00	12178.0
18756	"&scorr;&sweep;&dch;&if -W 300 -y -K 6;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15609.0
5746	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.973	7.218	13.755	35	13430	13345	46200	4511	1680	3084.00	12861.0
5183	"&scorr;&sweep;&syn4;&b -d;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.664	8.373	17.291	33	13603	13518	46200	4511	1680	3629.00	13008.0
11093	"&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17664.0
2374	"&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	18.622	6.496	12.126	35	13769	13684	46200	4511	1680	3084.00	13276.0
14324	"&scorr;&sweep;&syn3;&dc2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	27.722	8.869	18.853	32	12765	12680	46200	4511	1680	3628.00	12337.0
10583	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.681	6.438	12.243	35	12931	12846	46200	4511	1680	3186.00	12286.0
18193	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15983.0
5003	"&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.955	6.456	11.499	36	13854	13769	46200	4511	1680	3085.00	13288.0
500	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.197	6.711	12.486	35	13044	12959	46200	4511	1680	3085.00	12483.0
